Day,EUR sales,USD sales,USD to EUR rate
8,0.68,0.8,1.01049017736
9,0.64,0.95,1.01452882777
10,1.16,0.69,1.00670424807
11,0.94,0.73,0.992428206609
12,0.68,0.78,1.01121905539
13,1.0,0.67,1.0002068411
14,0.82,0.73,0.968276104855
15,0.9,0.69,0.956030653421
16,0.91,0.64,0.954281956827
17,1.09,1.02,0.960958754034
18,0.92,0.74,0.958578154776
19,0.92,0.65,0.93880966569
20,1.12,0.73,0.928181049133
21,0.85,1.1,0.942896361029
22,0.73,0.64,0.936668788457
23,1.21,0.65,0.927661641846
24,0.88,0.75,0.918443923995
25,1.04,0.65,0.910091499859
26,0.88,0.73,0.899419665272
27,0.8,0.93,0.907912410529
28,0.79,0.9,0.911644646649
29,0.98,0.64,0.904456886259
30,0.6,0.95,0.916686258447
31,0.59,0.65,0.903751350765
32,0.9,0.86,0.905863102906
33,0.76,1.15,0.940845368725
34,0.56,1.15,0.943764988839
35,0.7,1.21,0.973716212747
36,0.72,0.94,0.981562052569
37,1.07,0.72,0.969255907521
38,0.93,0.66,0.949719030839
39,0.57,0.74,0.950823307029
40,0.81,0.88,0.95307100717
41,0.68,1.06,0.983671083426
42,0.86,0.94,0.974729652312
43,0.72,0.63,0.961298628319
44,0.68,1.03,0.971042642357
45,0.88,0.7,0.963197997888
46,1.0,0.75,0.9512684595
47,1.13,0.69,0.932994036224
48,1.07,0.69,0.917489322025
49,1.16,0.69,0.918624557596
50,0.73,0.95,0.954748683574
51,0.7,0.98,0.953768605133
52,0.64,0.95,0.989144080342
53,0.66,0.81,0.996205533536
54,0.82,0.69,0.978023934121
55,0.63,0.66,0.989190678654
56,0.67,0.9,0.988417025189
57,0.92,0.74,0.985713383453
58,0.65,1.23,0.998687482841
59,1.27,0.77,0.96443232234
60,1.12,0.74,0.9584114928
61,0.72,0.89,0.976196233421
62,0.69,1.13,0.982345844754
63,0.87,0.77,0.979415426916
64,0.66,0.92,0.984016664532
65,0.66,1.17,1.00132040985
66,0.69,1.03,1.03748226579
67,0.63,1.12,1.05078135919
68,0.68,0.91,1.06576579674
69,0.62,0.8,1.0666900976
70,0.78,0.64,1.06319154118
71,1.21,0.62,1.05691713163
72,1.25,0.77,1.04880251824
73,1.38,0.75,1.03470911937
74,0.88,0.72,1.02706741168
75,1.23,0.63,1.01614604738
76,0.73,0.9,1.02804927974
77,0.91,0.75,1.0185860957
78,0.82,0.62,1.00143703497
79,0.67,0.68,1.01418546914
80,0.65,1.19,1.02336265526
81,1.05,0.72,0.999071331645
82,1.24,0.63,0.989985818912
83,0.7,0.87,0.999583281219
84,0.79,0.77,0.998451957326
85,1.15,0.7,0.963815686373
86,1.01,0.83,0.967769962199
87,0.8,0.64,0.959449245595
88,0.67,1.08,0.970239357508
89,0.75,0.78,0.984442530683
90,0.65,1.11,0.991299127395
91,0.66,1.06,0.998826941629
92,0.77,0.94,0.997302029162
93,0.68,0.98,1.00616263371
94,1.18,0.76,0.993367912683
95,0.61,0.82,0.998454307948
96,0.79,0.68,0.985001721341
97,0.71,0.67,0.998918463797
98,0.7,1.23,1.00215312319
