,Currency,Current Amount,Day Advertised,Day Tracker,ID,Initial Amount,Rate Offered,Sale Tracker
0,EUR,0.0,0,0,0,2913.197940083773,0.9951211016666688,0.0
1,EUR,0.0,0,0,1,10325.879104666183,0.9992908999725476,0.0
2,EUR,0.0,0,0,2,1737.5850655683187,1.0009510064535923,0.0
3,EUR,0.0,0,0,4,66336.31897428668,0.9968657767294484,0.0
4,EUR,0.0,0,0,6,1244.1597736732717,1.0006511278112127,0.0
5,EUR,0.0,0,0,7,23331.55824288436,0.9982779429611037,0.0
6,EUR,0.0,0,0,10,16543.131160744775,0.9980264401523489,0.0
7,EUR,0.0,0,0,11,3922.70113354156,1.0023771110275415,0.0
8,EUR,0.0,0,0,14,3756.111686707183,1.0022802301671212,0.0
9,EUR,0.0,0,0,15,4458.186816437676,0.9762583909376891,0.0
10,EUR,0.0,0,0,17,2882.509293030172,1.0038800971421853,0.0
11,EUR,0.0,0,0,19,3816.0897010314325,0.9783473152407736,0.0
12,EUR,0.0,0,0,20,8185.885941269599,0.9860552809038231,0.0
13,EUR,0.0,0,0,21,14736.404402552862,0.9849020987611904,0.0
14,EUR,0.0,0,0,23,7451.402301498938,0.9968415172234422,0.0
15,EUR,0.0,0,0,24,34627.37159074207,0.9729443381860019,0.0
16,EUR,0.0,0,0,25,68541.48080820128,0.9930867691383791,0.0
17,EUR,0.0,0,0,27,746.4914913032386,0.9908918631971919,0.0
18,EUR,0.0,0,0,28,59803.145010689215,0.9901102980472976,0.0
19,EUR,0.0,0,0,29,5312.267652204895,0.9859956101040092,0.0
20,EUR,0.0,0,0,30,9193.382374932926,1.0010493002880192,0.0
21,EUR,0.0,0,0,31,4379.617235456736,0.9965186926097638,0.0
22,EUR,0.0,0,0,32,14241.884651768021,0.9882970133823699,0.0
23,EUR,0.0,0,0,34,6968.635441253127,1.0012772351802302,0.0
24,EUR,0.0,0,0,35,3642.9416509166867,0.9971118393677779,0.0
25,EUR,0.0,0,0,36,16024.71778469824,0.9918375085142617,0.0
26,EUR,0.0,0,0,37,18227.927342708055,0.9985466018622019,0.0
27,EUR,0.0,0,0,38,664.4916960264467,0.9937648782176985,0.0
28,EUR,0.0,0,0,40,2136.375168381814,0.9970615340046128,0.0
29,EUR,0.0,0,0,41,10044.69405126375,0.9968510646925037,0.0
30,EUR,0.0,0,0,42,13655.834237416573,1.0007349994723367,0.0
31,EUR,0.0,0,0,43,7139.467762744136,0.9948356264610567,0.0
32,EUR,0.0,0,0,44,7097.385126147744,0.9945976081214208,0.0
33,EUR,0.0,0,0,45,9768.596661304025,0.9901835235727431,0.0
34,EUR,0.0,0,0,46,3490.473463393598,0.9944704558105621,0.0
35,EUR,0.0,0,0,47,6236.011867872263,0.9930071956711265,0.0
36,EUR,0.0,0,0,48,2944.8690220587614,1.0002655893858767,0.0
37,EUR,0.0,0,0,50,27636.662498784863,0.9911357147475766,0.0
38,EUR,0.0,0,0,51,8458.821743728395,0.9930625849186193,0.0
39,EUR,0.0,0,0,52,8479.230229494231,1.0008791972214084,0.0
40,EUR,0.0,0,0,53,1301.6771478221208,0.9977646544835647,0.0
41,EUR,0.0,0,0,54,30214.860631485193,0.9924974347732181,0.0
42,EUR,0.0,0,0,56,7564.294808876421,0.9969729470232491,0.0
43,EUR,0.0,0,0,58,5151.7905142607,1.0046451124529323,0.0
44,EUR,0.0,0,0,59,20853.084454922853,0.9888392484867735,0.0
45,EUR,0.0,0,0,60,7831.600719864173,1.002205889446325,0.0
46,EUR,0.0,0,0,62,15608.681590633183,0.9904028310942542,0.0
47,EUR,0.0,0,0,63,9041.606963015223,0.995863855863386,0.0
48,EUR,0.0,0,0,65,21364.12067421096,0.9991920367621057,0.0
49,EUR,0.0,0,0,66,61833.47115639,0.983988331060995,0.0
50,EUR,0.0,0,0,67,15794.903405568017,0.988149172083369,0.0
51,EUR,0.0,0,0,69,10761.922376467199,1.0017115977292403,0.0
52,EUR,0.0,0,0,72,8851.770401152657,0.9968450265115409,0.0
53,EUR,0.0,0,0,79,7269.909717392885,0.9886564948889668,0.0
54,EUR,0.0,0,0,80,28276.696155121117,1.0038146138559896,0.0
55,EUR,0.0,0,0,83,6099.1695215889795,0.9790156089572623,0.0
56,EUR,0.0,0,0,84,10404.608932812174,0.98411858862129,0.0
57,EUR,0.0,0,0,85,6580.473997359332,1.0009077610536488,0.0
58,EUR,0.0,0,0,87,1365.8582786435225,0.9934035555518227,0.0
59,EUR,0.0,0,0,88,36783.56628355044,0.973219753838209,0.0
60,EUR,0.0,0,0,89,17367.722452457663,0.989896935890504,0.0
61,EUR,0.0,0,0,90,9524.319861394757,0.9954200107449988,0.0
62,EUR,0.0,0,0,91,24985.256339661617,1.0049207646472498,0.0
63,EUR,0.0,0,0,92,82086.7940633611,1.0035921315826646,0.0
64,EUR,0.0,0,0,94,3716.402336786163,0.9944495539727012,0.0
65,EUR,0.0,0,0,95,8134.475795686661,0.9779513060807669,0.0
66,EUR,0.0,0,0,97,5527.512068075428,1.002710337531301,0.0
67,EUR,0.0,0,0,98,19078.846912154146,0.9982218310566917,0.0
68,EUR,0.0,0,0,99,4093.5244815179726,1.004692464700847,0.0
69,USD,0.0,0,0,101,3405.3449842763425,0.9937197929777455,0.0
70,USD,0.0,0,0,105,2401.9369264622997,1.00282522218367,0.0
71,USD,0.0,0,0,106,7926.493899294206,1.0032891768336707,0.0
72,USD,0.0,0,0,109,63235.371991546075,0.9939702692851595,0.0
73,USD,0.0,0,0,111,1382.279459595228,1.0011651862672384,0.0
