Day,EUR sales,USD sales,USD to EUR rate
8,0.616666666667,1.25,1.05098782799
9,0.908333333333,0.84,1.04013644925
10,0.716666666667,0.97,1.04693003227
11,0.691666666667,0.97,1.05326016971
12,0.675,1.16,1.07265765627
13,0.866666666667,0.75,1.03273130455
14,0.6,0.7,1.01974901353
15,0.716666666667,0.68,0.993666602106
16,0.75,1.08,1.010513674
17,0.741666666667,1.02,1.02417713831
18,1.01666666667,0.63,1.00076272477
19,0.941666666667,0.74,0.991725448688
20,0.675,1.33,1.01091301726
21,0.666666666667,0.8,1.01267134379
22,0.683333333333,1.12,1.03119439395
23,0.741666666667,0.69,0.999048048734
24,0.716666666667,0.71,0.98478440443
25,0.666666666667,0.98,0.996832200965
26,0.625,0.7,0.989122140767
27,0.983333333333,0.68,0.971902272109
28,1.05,0.71,0.965999812302
29,0.966666666667,0.85,0.981492566841
30,1.04166666667,0.63,0.961889164457
31,0.808333333333,0.75,0.947081633365
32,0.675,1.21,0.980517967754
33,0.666666666667,1.34,0.984466143276
34,0.616666666667,1.22,0.992358743745
35,0.7,1.04,1.00970608641
36,0.708333333333,1.22,1.03192728496
37,0.666666666667,0.92,1.04972147622
38,0.675,0.84,1.0522538649
39,0.725,0.97,1.0577180991
40,0.916666666667,0.66,1.05315449627
41,0.666666666667,0.71,1.04406292379
42,1.08333333333,0.73,1.04193027913
43,0.758333333333,1.08,1.06224991173
44,0.666666666667,0.71,1.05194144497
45,0.666666666667,0.66,1.0381702288
46,0.741666666667,0.66,1.03639981445
47,0.85,0.91,1.04037377855
48,1.15833333333,0.71,1.0254750809
49,0.858333333333,0.73,1.01285465251
50,0.791666666667,0.66,1.00629508572
51,0.883333333333,0.75,0.99134218088
52,0.875,0.85,1.00768530596
53,0.625,1.18,1.01377921156
54,0.6,0.69,1.00626042099
55,0.766666666667,0.61,0.99283547955
56,0.825,1.05,1.0080311189
57,0.691666666667,1.3,1.01902966236
58,0.933333333333,0.72,1.01442093118
59,0.783333333333,0.71,1.01517915903
60,0.833333333333,0.59,1.00024762716
61,0.808333333333,0.96,1.00550843329
62,0.866666666667,0.75,1.00571098579
63,1.025,0.76,0.97056344294
64,0.766666666667,0.92,0.988502899449
65,0.816666666667,0.68,0.981727010915
66,0.666666666667,1.26,0.997978859793
67,0.691666666667,0.66,0.994227952396
68,0.708333333333,1.26,1.01117016172
69,0.708333333333,0.91,1.01608943598
70,0.741666666667,0.87,1.01894667189
