Day,EUR sales,USD sales,USD to EUR rate
8,0.908333333333,0.94,1.00488812146
9,0.65,0.56,0.994178919493
10,0.708333333333,1.58,1.02324938306
11,0.7,1.29,1.03076555689
12,0.325,0.8,1.017901553
13,0.533333333333,1.35,1.04751225703
14,0.733333333333,1.5,1.06745298871
15,0.558333333333,0.8,1.0697533296
16,0.55,0.62,1.06509325043
17,0.833333333333,1.13,1.07423875556
18,0.75,0.85,1.05806466663
19,1.14166666667,1.0,1.06152965883
20,0.941666666667,0.82,1.05244563084
21,0.425,0.71,1.03087475492
22,0.65,0.67,1.00970147489
23,0.575,0.82,0.998273100602
24,0.716666666667,0.8,1.00595512641
25,0.733333333333,0.41,0.996476034692
26,0.575,0.94,0.999589505153
27,1.11666666667,1.16,1.00878874437
28,0.75,0.82,1.02280993742
29,0.533333333333,0.93,1.01413868277
30,0.741666666667,1.25,1.04331409804
31,0.541666666667,0.79,1.00543193625
32,0.633333333333,1.35,1.03078055224
33,0.833333333333,0.95,1.03179574702
34,0.883333333333,0.68,1.02768541087
35,0.85,0.81,1.02813059622
36,0.791666666667,1.48,1.04730184069
37,0.75,0.88,1.03997474018
38,0.5,1.04,1.07250657401
39,0.758333333333,1.19,1.06684136242
40,0.666666666667,0.77,1.06053667389
41,0.566666666667,0.48,1.01772498838
42,0.55,1.18,1.03893854061
43,0.641666666667,0.82,1.04263274786
44,0.575,0.99,1.04290144634
45,1.14166666667,0.69,1.03212107762
46,0.758333333333,0.66,1.02230966417
47,0.508333333333,0.93,1.02679171556
48,0.533333333333,1.18,1.05371288698
49,0.775,1.12,1.0543715738
50,0.558333333333,1.24,1.05665470137
51,0.566666666667,1.01,1.06669746309
52,0.766666666667,0.84,1.02384057196
53,0.758333333333,0.97,1.02589278166
54,0.666666666667,1.13,1.0331605564
55,0.65,0.64,1.00701438614
56,0.666666666667,0.95,1.0176200809
57,0.808333333333,0.3,1.0110816828
58,0.658333333333,1.06,1.02499717996
59,0.966666666667,0.7,1.02289073895
60,0.7,1.39,1.03294029076
61,0.65,0.79,1.01476483744
62,0.608333333333,0.9,1.01147818398
63,0.8,1.03,1.00002764682
64,0.433333333333,0.64,0.989535265209
65,0.975,1.01,0.997436437046
66,0.616666666667,1.19,1.014534038
67,0.733333333333,0.85,1.03707481068
68,0.816666666667,0.77,1.02871988031
69,0.616666666667,0.55,1.02344116051
70,0.783333333333,0.83,1.03285902731
71,0.641666666667,1.01,1.04304332632
72,0.65,0.9,1.04296080642
73,0.691666666667,1.15,1.04214875372
74,0.85,1.23,1.05929298649
75,0.816666666667,1.29,1.07961132748
76,0.9,0.57,1.06379314819
77,0.533333333333,0.66,1.06404813402
78,0.75,0.8,1.06658766004
79,0.683333333333,1.03,1.07177957761
80,0.466666666667,0.75,1.07183121537
81,1.05,0.81,1.05453551999
82,0.758333333333,0.49,1.01354018024
83,0.683333333333,0.95,1.00423683223
84,0.683333333333,0.77,1.00539620221
85,0.7,0.49,0.995819443165
86,0.908333333333,0.69,0.977057342041
87,0.708333333333,0.81,0.998636129637
