Day,EUR sales,USD sales,USD to EUR rate
8,0.591666666667,0.41,1.02735185226
9,0.575,0.61,1.02034287743
10,1.08333333333,0.92,1.01470882762
11,0.916666666667,0.91,1.01849615056
12,0.858333333333,0.91,1.0124469041
13,0.725,0.73,1.00683504815
14,0.691666666667,0.96,1.0139230565
15,0.416666666667,0.65,1.01482806103
16,0.6,1.69,1.02420307265
17,0.408333333333,1.6,1.03498286557
18,0.8,0.45,1.02703761297
19,0.625,1.47,1.05175264777
20,0.725,0.66,1.04016461618
21,0.566666666667,1.02,1.05398719396
22,0.608333333333,0.82,1.05293880152
23,0.708333333333,1.12,1.06565520955
24,0.908333333333,0.52,1.05831099454
25,0.8,0.82,1.04839265933
26,0.783333333333,0.97,1.05462216006
27,0.575,0.72,1.04864242246
28,0.583333333333,0.82,1.03653281903
29,1.05833333333,0.67,1.03262142652
30,0.866666666667,1.34,1.04594062494
31,0.591666666667,1.07,1.06477923602
32,0.483333333333,1.0,1.06254186236
33,0.75,0.97,1.06226348969
34,0.616666666667,1.01,1.06783394611
35,0.458333333333,0.76,1.06374898028
36,0.625,1.31,1.08346472365
37,0.816666666667,1.18,1.08120817668
38,0.725,0.88,1.0856322517
39,0.575,0.76,1.06537772782
40,0.941666666667,0.74,1.05852475698
41,0.766666666667,1.25,1.0741503109
42,0.575,0.82,1.08552143751
43,0.7,0.68,1.05799600446
44,0.741666666667,0.93,1.06863726514
45,0.891666666667,0.55,1.04385976711
46,0.616666666667,0.79,1.06395610716
47,0.708333333333,0.59,1.05735799937
48,0.9,0.76,1.04092445751
49,0.791666666667,0.6,1.04062292484
50,0.541666666667,1.23,1.0527623191
51,0.508333333333,1.0,1.06063983319
52,0.316666666667,0.55,1.05833329324
53,0.583333333333,0.61,1.05757954155
54,0.933333333333,0.7,1.02956364862
55,0.783333333333,0.87,1.03528337021
56,0.916666666667,0.95,1.03644243814
57,0.875,0.79,1.0139412464
58,0.816666666667,0.91,1.02603695213
59,1.14166666667,0.75,1.00302766694
60,0.883333333333,0.86,1.02171753263
61,0.725,0.55,0.999746272929
62,0.591666666667,0.61,1.00061434906
63,0.683333333333,0.78,0.986572427546
64,0.858333333333,1.06,0.997465179594
65,0.741666666667,0.62,0.987871116623
66,0.775,0.56,0.9643551827
67,0.85,0.63,0.964859261761
68,0.658333333333,0.69,0.939033262726
69,0.641666666667,1.06,0.958237032999
70,0.7,1.34,0.970462350465
71,0.716666666667,1.69,0.993772056864
72,0.691666666667,0.95,0.995425151396
73,0.625,1.13,1.00545628952
74,0.558333333333,0.64,0.985646721913
75,0.658333333333,0.62,0.981217316388
76,0.733333333333,1.02,0.989236151817
77,0.733333333333,0.76,0.980604877189
78,0.583333333333,1.23,1.00292961235
79,0.75,0.59,0.989114387942
80,0.75,0.82,0.991731173151
81,0.55,0.71,0.983139575776
82,1.0,0.5,0.982842296911
83,0.591666666667,1.16,1.00739102836
84,0.708333333333,1.43,1.00931370564
85,0.475,0.87,0.995752385554
86,0.666666666667,0.61,0.97025125571
87,0.533333333333,0.87,0.967930476235
88,0.866666666667,0.8,0.946551924241
89,0.85,0.29,0.937771801955
90,0.8,0.62,0.918439584333
91,0.566666666667,0.48,0.89290522018
92,0.95,0.59,0.86458618726
93,0.691666666667,0.95,0.869198994784
94,0.783333333333,0.79,0.874819444132
95,1.0,0.85,0.878060852853
96,0.683333333333,0.69,0.858390395436
97,0.733333333333,0.89,0.865109571334
