Day,EUR sales,USD sales,USD to EUR rate
8,0.79,0.65,0.982119623032
9,0.72,0.72,0.986810409538
10,0.93,0.68,0.980056940901
11,0.7,0.76,0.981589463732
12,0.72,1.1,0.997064452182
13,0.66,0.8,1.00296375581
14,0.62,1.14,1.01586574846
15,0.92,1.19,1.01145977586
16,0.64,0.88,1.01731774924
17,0.73,1.01,1.02279448054
18,1.19,0.72,1.00795081877
19,1.17,0.68,0.988301139741
20,0.74,1.01,0.99972981829
21,0.68,0.91,1.00774178917
22,0.8,0.67,1.00350761026
23,0.73,1.02,1.009168693
24,1.08,0.67,0.98836586701
25,0.74,0.68,1.00996544181
26,0.9,0.73,0.978102379143
27,1.23,0.77,0.950042478619
28,1.06,0.7,0.947951818823
29,0.94,0.7,0.941050641392
30,0.61,1.2,0.954270604362
31,0.9,0.67,0.922410332578
32,0.73,0.88,0.936284218054
33,1.17,0.69,0.929582102676
34,0.98,0.71,0.909486519976
35,0.9,0.72,0.884278043601
36,0.94,0.61,0.873929260168
37,1.17,0.74,0.842532085048
38,0.87,0.93,0.848466476939
39,0.64,1.01,0.865217198632
40,0.74,0.96,0.885380701637
41,0.82,0.83,0.881420880716
42,0.9,0.71,0.876989597405
43,0.91,0.74,0.861478032325
44,0.73,0.7,0.839365205532
45,0.8,0.87,0.846349103891
46,0.69,0.79,0.855976334098
47,0.74,1.31,0.865451925905
48,0.7,1.07,0.874168729929
49,0.72,1.18,0.891665197936
50,0.64,1.08,0.894162859623
51,0.71,0.7,0.890268256634
52,0.77,0.72,0.861956352559
53,0.85,0.7,0.840119791406
54,1.1,1.02,0.857186602402
55,0.93,0.62,0.838946625472
56,0.81,1.02,0.8493588377
57,0.72,0.87,0.854521807808
58,0.8,0.73,0.836080184665
59,0.84,0.67,0.83065885927
60,0.6,0.68,0.822539857987
61,0.64,0.74,0.823696459556
62,0.8,0.77,0.810254763462
63,0.64,0.61,0.799659840381
64,0.91,1.01,0.808014715675
65,0.82,0.74,0.77880261727
66,0.75,0.79,0.775686470138
67,0.79,1.03,0.782204038454
68,0.87,0.8,0.783532749902
69,0.68,0.76,0.767073099811
70,0.98,0.61,0.758666648777
71,0.91,0.79,0.749673504411
72,0.54,0.76,0.732368593086
73,0.65,0.71,0.721030095438
74,0.85,0.98,0.727187923342
75,0.61,0.7,0.711182660407
76,0.52,0.66,0.685463517039
77,0.45,0.66,0.673555584204
78,0.6,0.69,0.674101476957
79,0.86,0.66,0.668665643763
80,0.57,0.71,0.660976593024
81,0.7,0.73,0.66236627476
82,0.88,0.68,0.657886198907
83,0.81,1.27,0.665330082176
84,0.86,0.71,0.662643350102
85,0.87,0.65,0.65191062998
86,0.71,0.9,0.653835839957
87,0.65,0.64,0.653663151189
88,0.56,1.48,0.661386036138
89,0.51,1.62,0.68399917511
90,0.62,1.01,0.692992522615
91,0.7,0.67,0.677495147595
92,0.62,0.67,0.677138285404
93,0.53,0.72,0.669568492119
94,0.51,0.7,0.651426355166
95,0.59,0.96,0.666805981999
96,0.55,0.76,0.66496312453
97,0.55,1.18,0.670876105986
98,0.73,1.48,0.680253472507
99,0.48,0.72,0.670473972962
100,0.61,0.66,0.66507078752
101,0.48,1.17,0.674833472073
102,0.72,0.75,0.677127658254
103,0.72,0.65,0.677010083465
104,0.7,0.75,0.668318991843
105,0.67,0.78,0.668747176511
106,0.56,0.72,0.648697786511
107,0.66,0.84,0.652125139744
108,0.64,0.78,0.649728566205
109,0.49,1.32,0.661848053635
110,0.67,0.87,0.666318406757
111,0.66,1.36,0.673989381364
112,0.75,0.69,0.66380776458
113,0.76,0.7,0.647944662586
114,0.49,0.74,0.630741587723
115,0.78,0.73,0.631748872644
116,0.5,1.17,0.642211317829
117,0.71,1.32,0.656594358137
118,0.72,0.91,0.663213361151
119,0.6,0.69,0.661721347919
120,0.49,0.73,0.652594351414
121,0.47,1.02,0.668919971559
122,0.38,1.43,0.670989973807
123,0.53,0.76,0.672078237462
124,0.53,0.7,0.654290676662
125,0.56,0.76,0.649427784682
126,0.83,0.67,0.648336048408
127,0.66,0.99,0.651905126391
128,0.49,1.39,0.665329787527
129,0.62,1.03,0.669298626931
130,0.6,0.83,0.67101190662
131,0.61,0.75,0.664559104695
132,0.8,0.59,0.664672534111
133,0.59,0.68,0.645498798363
134,0.5,0.68,0.636968254289
135,0.6,0.9,0.640756802907
136,0.6,0.6,0.629175741981
137,0.64,0.64,0.621022069891
138,0.48,1.21,0.631698375676
139,0.65,1.39,0.646590795971
140,0.6,1.0,0.647742404409
141,0.52,0.89,0.649839661429
142,0.62,0.96,0.653417060855
143,0.7,0.83,0.654323201973
144,0.55,0.7,0.648533657359
145,0.77,0.79,0.65120731512
146,0.61,1.67,0.659399553154
147,0.69,0.67,0.653175237187
148,0.89,0.64,0.649839701995
149,0.57,0.61,0.647845842851
150,0.34,0.84,0.650586937799
151,0.64,0.62,0.635696157437
152,0.54,0.68,0.631576887612
153,0.42,0.64,0.629129299985
154,0.36,1.55,0.641360472308
155,0.84,0.68,0.639873778476
156,0.57,0.73,0.636118623348
157,0.77,0.54,0.627814370616
158,0.82,0.77,0.622336465954
159,0.83,0.71,0.622152908817
160,0.55,1.74,0.63880819056
161,0.81,0.7,0.637502277178
162,0.75,0.74,0.632575689502
163,0.49,1.25,0.640695992559
164,0.57,0.72,0.640164976918
165,0.59,0.58,0.634254500902
166,0.71,1.03,0.637692505755
167,0.67,0.8,0.625827128039
168,0.53,1.47,0.643451862844
169,0.47,1.45,0.649993763114
170,0.61,0.69,0.643845560325
171,0.41,1.3,0.655757392952
172,0.72,0.7,0.649378509433
173,0.76,0.76,0.653623570319
174,0.71,0.7,0.653862844143
175,0.85,0.65,0.637117699618
176,0.7,0.67,0.618530303314
177,0.6,0.74,0.611526659132
178,0.55,0.68,0.604930249776
179,0.75,0.69,0.603181366007
180,0.44,0.67,0.599373917831
181,0.54,1.48,0.616772415542
182,0.55,1.52,0.623090180687
183,0.74,0.75,0.602407538151
184,0.36,0.86,0.606979775402
185,0.61,0.91,0.610131112889
186,0.57,0.77,0.600224106213
187,0.69,0.92,0.609516499353
188,0.44,1.21,0.615408708796
189,0.6,1.32,0.625183353485
190,0.44,0.96,0.633081973988
191,0.65,1.03,0.642115009638
192,0.58,0.7,0.632484781931
193,0.6,0.66,0.61437136967
194,0.58,0.71,0.595183622719
195,0.58,0.94,0.600633356446
196,0.56,0.77,0.595092499406
197,0.57,0.88,0.601039225118
198,0.47,1.02,0.604348211118
199,0.64,1.27,0.612412501958
200,0.59,0.7,0.601730775022
201,0.66,0.83,0.606013935756
202,0.62,0.69,0.599265802183
203,0.5,0.8,0.603658454931
204,0.74,0.79,0.605569728969
205,0.42,1.25,0.612592447392
206,0.64,1.5,0.614879774048
207,0.57,0.75,0.602528895655
208,0.71,0.86,0.606614013182
209,0.62,1.24,0.616192425555
210,0.72,1.2,0.621365675997
211,0.48,0.69,0.619840656795
212,0.5,0.71,0.610733074425
213,0.56,0.96,0.61659489697
214,0.55,1.04,0.621530357863
215,0.48,0.7,0.61200156608
216,0.6,0.83,0.615238807301
217,0.67,1.51,0.623688641341
218,0.47,1.21,0.6299721093
219,0.54,0.61,0.626898246016
220,0.58,0.68,0.624080571392
