Day,EUR sales,USD sales,USD to EUR rate
8,0.71,0.94,0.993543395017
9,1.14,0.65,0.968780988025
10,1.16,0.86,0.975313340178
11,0.66,0.89,0.985907362584
12,0.86,0.7,0.976934186917
13,0.92,0.69,0.967892798177
14,0.96,0.65,0.948655258246
15,0.9,0.69,0.942547041778
16,0.8,0.93,0.975959604034
17,0.74,1.15,0.984531140276
18,0.69,0.98,0.998555142975
19,0.84,1.03,0.99449371958
20,0.85,0.67,0.987860207585
21,0.64,0.96,1.01073772778
22,0.67,1.03,1.01546447266
23,0.63,1.17,1.02484729693
24,0.78,1.25,1.03503587673
25,0.77,0.79,1.03169531928
26,0.66,0.88,1.04621995255
27,0.78,0.71,1.06563858548
28,0.68,1.18,1.08505848593
29,0.72,0.79,1.13600233678
30,0.98,1.06,1.12102897767
31,0.69,1.11,1.12883655924
32,0.75,0.81,1.13827309514
33,0.78,0.96,1.15183352943
34,0.67,0.89,1.16867346596
35,0.73,0.88,1.18678124984
36,0.71,0.89,1.19964981131
37,0.67,0.89,1.20224124368
38,1.52,0.71,1.17039001558
39,0.7,0.71,1.17323968505
40,1.55,0.69,1.15157897246
41,0.67,0.78,1.16432178499
42,0.65,0.89,1.17910405643
43,0.66,0.99,1.18178694949
44,0.83,0.65,1.16856159673
45,0.96,0.71,1.16826023292
46,0.75,1.05,1.17747086187
47,0.89,0.68,1.16801885534
48,0.68,0.92,1.19990857272
49,0.94,1.05,1.18461241503
50,1.16,0.63,1.1580308118
51,1.2,0.72,1.13484178009
52,1.33,0.77,1.13962301393
53,0.8,0.85,1.1436276426
54,0.72,1.14,1.14957324382
55,0.67,0.75,1.18327659547
56,0.72,1.21,1.19281981422
57,0.97,0.75,1.16589519277
58,1.22,0.72,1.14431195772
59,1.13,0.67,1.10189869518
60,0.9,0.69,1.11943523487
61,0.7,1.0,1.12740458944
62,1.0,0.67,1.1177568278
63,0.86,0.71,1.08873631724
64,1.07,0.72,1.07947406279
65,1.12,0.79,1.08336788775
66,1.02,0.67,1.0770146451
67,0.88,0.74,1.0712012555
68,0.94,0.71,1.05572703082
69,1.0,0.66,1.03233788118
70,0.73,0.95,1.04060894262
71,0.97,0.71,1.03725649126
72,1.09,0.67,1.02380132291
73,0.7,0.87,1.04278038827
74,1.22,0.72,1.02348965211
75,1.08,0.83,1.02605471394
76,0.71,0.64,1.01990722545
77,0.71,1.24,1.03496962954
78,0.86,0.73,1.02910161894
79,0.66,0.49,1.06211491886
80,0.64,0.83,1.09250843151
81,0.88,0.89,1.08219996333
82,0.75,0.64,1.11083075815
83,0.71,1.08,1.11095686492
84,0.7,0.94,1.12862719757
85,0.72,1.02,1.16001832415
86,1.0,0.8,1.14530768241
87,1.01,0.71,1.12278116917
88,1.19,0.71,1.09796066001
89,1.06,0.64,1.10180892581
90,0.86,0.74,1.08685035313
91,0.95,0.68,1.08853437288
92,0.62,1.16,1.10043418124
93,0.79,0.71,1.0973577903
94,0.74,0.81,1.12075193894
95,0.85,0.64,1.10168617975
96,1.51,0.77,1.08811898124
97,1.46,0.7,1.07073455134
98,1.13,0.56,1.06891105179
99,1.05,0.7,1.05488999833
100,1.17,0.68,1.0436180738
101,0.79,0.67,1.04333534575
102,0.64,0.96,1.05226642221
103,1.08,0.64,1.04189659965
104,0.65,0.79,1.05074338893
105,0.66,0.75,1.07426207292
106,0.76,0.88,1.05781167766
107,0.71,1.17,1.06671880062
108,0.98,0.66,1.05652618223
109,0.65,0.68,1.06723913384
110,1.05,0.72,1.04270513794
111,0.84,0.8,1.04451509286
112,0.72,0.91,1.05488860975
113,0.67,0.96,1.07000787326
114,0.91,0.71,1.05718712228
115,1.07,0.74,1.01407157786
116,1.16,0.65,1.0136420722
117,0.69,0.81,1.02799167121
118,0.72,1.04,1.03539088389
119,0.71,0.97,1.04380996349
120,1.1,0.64,0.995968087958
121,1.16,1.03,1.01748360207
122,0.97,0.76,1.0004737298
123,0.84,0.66,0.989963988236
124,0.89,0.68,0.985531983948
125,0.96,0.85,0.991782452122
126,0.66,0.78,1.01616835129
127,0.92,1.04,1.0068155816
128,0.72,1.02,1.01354737418
129,1.02,0.72,1.00148044083
130,0.65,1.17,1.01760789681
131,0.89,0.79,1.00423296216
132,1.15,0.72,0.989780605096
133,0.91,0.82,0.994079173641
134,0.73,0.79,1.00106003237
135,0.57,1.05,1.01041352665
136,0.99,0.68,1.00314903476
137,0.78,1.15,1.01600896943
138,0.88,0.68,1.00420592491
139,1.03,0.62,0.990236981079
140,0.79,0.8,0.995677741157
141,0.97,0.67,0.981057823452
142,0.79,1.13,1.00250312666
143,0.65,1.02,1.02362388042
144,0.6,1.34,1.03790483142
145,0.68,1.42,1.05208021632
146,0.72,0.88,1.07051418822
147,0.66,1.23,1.09451929733
148,0.86,0.85,1.08911135497
149,0.63,0.75,1.10113700012
150,1.21,0.66,1.07805969151
151,0.98,0.64,1.04317810312
152,1.16,0.79,1.04823432793
153,0.7,1.04,1.0592138207
154,0.69,0.74,1.05762040955
155,1.05,0.72,1.05044725337
156,0.67,0.84,1.05734360844
157,0.82,0.65,1.05369450073
158,0.77,0.88,1.06040884262
159,0.67,0.81,1.06679178921
160,0.68,1.2,1.07133197139
161,0.74,0.81,1.06982447554
162,0.95,0.78,1.06161701652
163,1.21,0.71,1.05404428747
164,1.19,0.63,1.03483204784
165,1.13,0.89,1.03899864482
166,1.09,0.67,1.02668305309
167,0.64,0.84,1.06192376237
168,0.83,0.83,1.05405625363
169,0.95,0.73,1.04985998998
170,0.69,0.82,1.05287166342
171,0.7,0.86,1.05696446332
172,0.65,0.86,1.06135778846
173,0.59,0.72,1.06520059828
174,0.67,0.74,1.06865344279
175,1.1,0.83,1.05936072366
176,0.76,0.81,1.06761202276
177,1.05,0.65,1.04377326461
178,1.0,0.9,1.05229955328
179,1.16,0.69,1.04346632091
180,1.19,0.64,1.0184282499
181,1.15,0.83,1.02118743485
182,0.68,0.97,1.03803273982
183,0.72,1.06,1.05939462545
184,0.58,1.05,1.05925654112
185,1.2,0.68,1.04752316848
186,1.26,0.66,1.03304408292
187,0.85,0.78,1.03071508005
188,0.69,0.94,1.04667477033
189,0.68,0.77,1.0571400633
